type,theme,title,price,sales,user_comment_date,user_buy_type,user_content,user_albums,user_reply,user_append_date,user_append,user_reply_flag,polarity
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Apr,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,没有抽到想要的,0,,46天后追评,没有抽到想要的,否,消极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,卡哇伊呢～,0,,,,否,积极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,经常买了,0,,,,否,中性
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Mar,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,很好，不错,0,回复：感谢您对泡泡玛特的支持~祝您生活愉快，欧气满满~?(^?^*),,,是,积极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Apr,盲盒随机发不指定 不支持无理由退货退款 放空的一天【整盒含12个盲盒】,刚开始不会这样 后期根本立不住了 我也是绝了 涨了价之后真的很low,3,,19天后追评,刚开始不会这样 后期根本立不住了 我也是绝了 涨了价之后真的很low,否,消极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Apr,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,感觉这一套都很好看 几乎没有雷所以盲买 没想到生平第一次中了隐藏！我爱官妈！srds单看外形个人比较喜欢瑜伽款和封面款）,1,,,,否,积极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,做工质量：中国人不骗中国人质量非常差。轻微瑕疵是常态的那种，大的瑕疵也是一半一半。非常不推荐，人生中第一个差评,5,回复：您好，娃娃非艺术品，不存在绝对完美哦，如果有明显瑕疵，请第一时间联系在线客服，竭尽所能的为您解决遇到的产品问题， 也感谢您对泡泡玛特的支持哦！,,,是,消极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 放空的一天【整盒含12个盲盒】,第一次遇到客服看到不回复信息，购买时候问是否会有818赠品，客服回答有，结过购买后没收到赠品，客服回答抢完了，买之前不告诉你这个赠品需要抢购，买之后没拿到才告诉你还拒绝退货，这个客服的文字游戏玩的真好，看截图很清楚 找了很多次 看到信息不回复！！ 真的第一次遇到这种打虚假广告的厂商！！ 真垃圾！！,1,回复：这么核实聊天记录，已经为您多次发送了活动详细介绍哦，且告知您活动赠品数量看不到剩余多少，已订单显示页面为准哦，这边您可以看一下记录的，这边活动赠品如果获得会在订单显示的,,,是,消极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Feb,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,整体评价：有点实物 感觉没有买汽车那个质量好 这几个不是我喜欢的,1,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,,,是,积极
Molly,放空的一天,POPMART泡泡玛特 MOLLY放空的一天手办盲盒摆件创意潮流礼物玩具,69,1000,22-Apr,盲盒随机发不指定 不支持无理由退货退款 放空的一天【单个盲盒随机发 整盒请拍12个】,整体评价：抽到了自己喜欢的！太开心了，夏天了，就是要放空自己！ 使用手感：手感不错哦,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,给朋友买的礼物！希望她喜欢吧！,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,可可爱爱 只喜欢BJD 合作款更nice,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,除了可爱就是可爱太可爱了,5,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,运输非常的快，包装也很完整，作为生日礼物购买，朋友非常喜欢,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,超级可爱！,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,一见钟情的款式，最爱孖辫妹。可玩度高，配件挺多。小姐妹俩是不是很可爱呢,5,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好可爱的宝宝,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,今日份最甜！peko&molly ??,2,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,服务太差,0,回复：亲爱的，很抱歉没有让您满意，购物有任何问题可以随时联系在线客服哦，创造潮流、传递美好，泡泡一直都在哦,,,是,消极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,整体评价：可爱死我了呜呜呜！第一只娃 爱死了！！！大家快冲！,3,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,特别喜欢黑眼睛molly，太可爱了，我的小剧场又来一个女主角。,3,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,朋友送的，还没拆，希望品控不要让人失望,1,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,又入手一个可可爱爱的Molly～,1,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,可可爱爱的女鹅，好喜欢！,2,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,不买后悔系列??,6,,12天后追评,不买后悔系列??,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,小Molly 可爱死了 和不二家的联名我必冲啊！,3,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,19号才开始有送周边的活动，早买不如晚买。些许无语?,1,,1天后追评,19号才开始有送周边的活动，早买不如晚买。些许无语?,否,消极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好评！,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好评！,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好评！,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好评！,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,1,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,4,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,好评！,0,,,,否,积极
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
Molly,大娃,POPMART泡泡玛特 MOLLY × PEKO可动人偶潮流手办收藏创意礼物,499,700,22-Oct,高约13CM MOLLY × PEKO可动人偶,此用户没有填写评价。,0,,,,否,中性
